Pred_tongue_area,Pred_tongue_centroid_x,Pred_tongue_centroid_y,Pred_tongue_tip_y,Pred_tongue_dorsum_height,Pred_tongue_width,Pred_jaw_area,Pred_jaw_centroid_y,Pred_jaw_opening,Pred_lip_area,Pred_lip_centroid_y,Pred_lip_aperture,Pred_constriction_degree,Pred_constriction_location_y,Target_tongue_area,Target_tongue_centroid_x,Target_tongue_centroid_y,Target_tongue_tip_y,Target_tongue_dorsum_height,Target_tongue_width,Target_jaw_area,Target_jaw_centroid_y,Target_jaw_opening,Target_lip_area,Target_lip_centroid_y,Target_lip_aperture,Target_constriction_degree,Target_constriction_location_y
0.2749041,0.6513846,0.44577435,-0.004618225,0.0906146,0.95069855,-0.0063726767,-0.03463651,-0.0009221365,-0.012517624,-0.018414758,-0.01871354,0.064290136,0.2982055,0.29506803,0.6629329,0.4437297,0.0,0.072959185,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.5
0.27356172,0.65132433,0.44499794,-0.0049548037,0.08911667,0.9483076,-0.0054440545,-0.039462864,-0.0010893494,-0.012789326,-0.01966457,-0.019599143,0.06406277,0.29032516,0.29478458,0.6622997,0.44363552,0.0,0.07302347,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.9047619
0.27263132,0.6520439,0.44573843,0.0010816013,0.089855164,0.9542543,-0.0071212137,-0.037522648,-0.0023013875,-0.010287198,-0.013887145,-0.011772878,0.061238483,0.3031236,0.29535148,0.6623423,0.44257265,0.0,0.07307256,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.27463752,0.65180075,0.44516924,-0.0032600001,0.08889809,0.9499815,-0.008292476,-0.03288456,-6.878935e-05,-0.012895726,-0.010921778,-0.01419983,0.064893186,0.31102556,0.29492632,0.66291964,0.44290176,0.0,0.07313331,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.27157283,0.6517505,0.4456227,0.00298779,0.09105824,0.95583266,-0.007249913,-0.034819666,-0.00054761115,-0.01351252,-0.005726576,-0.01752392,0.05846995,0.3088323,0.29520977,0.66260886,0.4421736,0.0,0.07310091,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.2712657,0.6526829,0.44739607,-0.011176565,0.090683565,0.95314854,-0.0015284946,-0.025930503,-0.0052512186,-0.011944947,-0.009913895,-0.01726201,0.060955837,0.29612017,0.29634354,0.66233975,0.44118217,0.0,0.07355242,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.27194864,0.6524656,0.44414783,-0.0046843346,0.08960463,0.9524709,-0.0052026203,-0.03159902,-0.0007384806,-0.010728441,-0.012338916,-0.017506279,0.061296154,0.3107471,0.29563493,0.6619812,0.4404819,0.0,0.07324077,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.2730022,0.6527358,0.44603282,1.9449508e-05,0.09067029,0.9511382,-0.00715115,-0.03702951,-0.0020073457,-0.0104410555,-0.0147460755,-0.02203494,0.06326338,0.3093027,0.29648528,0.6609533,0.43954292,0.0,0.0723104,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.2714217,0.6527315,0.4454449,-0.0002270008,0.089226894,0.95186615,-0.005802404,-0.03499398,-0.0018591527,-0.008267201,-0.012398394,-0.01576328,0.06147456,0.3154141,0.29591838,0.6606573,0.44088098,0.0,0.07239757,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.27068734,0.6528822,0.44666666,0.001930158,0.0901356,0.95185184,-0.007746291,-0.03460123,-0.00035766512,-0.0078081125,-0.014318369,-0.017144086,0.060575377,0.3214283,0.29648528,0.66119796,0.44154033,0.0,0.07200461,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.26988474,0.6510224,0.44211516,-0.0013095671,0.08957259,0.9569573,-0.004600225,-0.03621485,-0.0047705127,-0.010019883,-0.014869498,-0.009377482,0.058600593,0.3197114,0.29591838,0.66130155,0.44098362,0.0,0.0720869,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.2709305,0.65156347,0.44616523,-0.0035112433,0.09203442,0.953393,-0.0044416236,-0.03248874,-0.0040638624,-0.011773697,-0.009446368,-0.019273415,0.058233716,0.30543858,0.29620183,0.66351676,0.44340965,0.0,0.0721709,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.26948798,0.6521892,0.4430743,-0.0042162947,0.08855013,0.95269555,-0.003559856,-0.037270065,-0.00399015,-0.008808316,-0.016304884,-0.015957102,0.06031264,0.3137962,0.29662699,0.6635838,0.44262052,0.0,0.07270602,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.26964557,0.6516987,0.44380954,-0.0028717935,0.09083287,0.9519796,-0.0047191572,-0.030637044,-0.0001425976,-0.0097287325,-0.008262137,-0.020919636,0.05922281,0.31770802,0.29747733,0.6637231,0.44175798,0.0,0.07274833,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.27078736,0.65145767,0.44455248,-0.00082387496,0.091294006,0.95053625,-0.002630286,-0.03032834,-0.006629836,-0.0074486015,-0.012789207,-0.014737146,0.05881357,0.32232618,0.29662699,0.6631402,0.4417332,0.0,0.07226732,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.26970065,0.6518838,0.44546443,-0.0018471135,0.0906932,0.9527527,-0.004210771,-0.034936167,-0.0032343483,-0.010377724,-0.009979936,-0.013334919,0.058624793,0.33077636,0.29492632,0.6620043,0.44363973,0.0,0.071511246,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.26904315,0.65100646,0.44663826,0.0014799377,0.09215428,0.95485353,-0.0050588534,-0.03332257,-0.0009810468,-0.011683118,-0.005633681,-0.015732326,0.056377113,0.3300397,0.29506803,0.6618236,0.4433809,0.0,0.0711817,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.26971397,0.65187556,0.444778,0.0049154623,0.09102189,0.9554284,-0.0061003314,-0.03281878,-0.00523768,-0.012764017,-0.007939683,-0.011011416,0.055387866,0.31523082,0.2954932,0.661802,0.4429999,0.0,0.07213849,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.270834,0.6520233,0.4459987,-0.0023566126,0.090453476,0.9544971,-0.0030725277,-0.025568243,-0.0057086004,-0.011775117,-0.012650756,-0.016646259,0.057934273,0.31041318,0.29591838,0.6615239,0.4420726,0.0,0.07175473,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.27041113,0.6518341,0.44525346,-0.0011474378,0.091919154,0.9549013,-0.0056759957,-0.035210222,-0.0030374322,-0.009599098,-0.009816315,-0.012009278,0.06010214,0.32946622,0.29280046,0.6614403,0.4424872,0.0,0.06994391,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.27027854,0.6513325,0.44390872,0.00032585068,0.09111462,0.95352393,-0.004097434,-0.035142086,-0.0048704166,-0.008284681,-0.007802997,-0.018872812,0.06094537,0.32335204,0.2954932,0.66354346,0.44498688,0.0,0.06929679,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.0952381
0.2708734,0.6519556,0.44551772,-0.0010053213,0.09076579,0.9538354,-0.005614841,-0.033583738,-0.0032767635,-0.010058704,-0.010388967,-0.01862868,0.060799308,0.32300538,0.29492632,0.6620329,0.44430906,0.0,0.06959707,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26816067,0.6518449,0.44407344,-0.0037055868,0.09207943,0.954637,-0.003463326,-0.03771791,-0.0035764775,-0.0121107055,-0.003993217,-0.009387931,0.05849984,0.3313461,0.2936508,0.66134053,0.44754896,0.0,0.07006152,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26930225,0.6520123,0.44282937,-0.0032346095,0.089289844,0.95280004,-0.0063137906,-0.038400732,-0.0006539272,-0.0100936135,-0.010988385,-0.015253855,0.062467337,0.31812987,0.29379252,0.66189444,0.44942343,0.0,0.078223646,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.0952381
0.27190766,0.65265465,0.44461107,-0.0052372976,0.08880427,0.94994104,-0.0054626935,-0.03594315,-0.0024672681,-0.010212216,-0.009199796,-0.014089571,0.062222816,0.29829302,0.292517,0.660945,0.44931248,0.0,0.07849026,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.26969892,0.65062654,0.44197962,-0.0035514408,0.08918389,0.95526403,-0.004557982,-0.03336102,-0.007100173,-0.009059011,-0.008256376,-0.015411336,0.06148666,0.32496616,0.29280046,0.6617342,0.45008183,0.0,0.07862046,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.27055636,0.650465,0.44349974,-0.0013922234,0.089848585,0.95613796,-0.006647954,-0.03564323,-0.004605991,-0.0116602,-0.0034907516,-0.009905552,0.06289913,0.33193704,0.29450113,0.6622439,0.45022115,0.0,0.07853874,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.0952381
0.26920626,0.6506764,0.44492108,-0.00012540631,0.09100208,0.95546377,-0.0058456003,-0.037826277,-0.003486666,-0.012676433,-0.006800957,-0.013612297,0.060014904,0.33813292,0.29393423,0.6609324,0.45011365,0.0,0.0791268,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.27089843,0.65138215,0.44533002,-0.0007852041,0.09008715,0.95243186,-0.00813625,-0.039317925,-0.002410411,-0.008205874,-0.008918884,-0.00960539,0.063152164,0.3361015,0.2960601,0.66032964,0.45141217,0.0,0.0796131,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.5
0.2707674,0.65262973,0.4459762,-0.005848613,0.0913012,0.9517801,-0.006480374,-0.03743688,-0.0052907355,-0.010894973,-0.010483713,-0.009655119,0.065038376,0.34201834,0.29620183,0.6604067,0.45248348,0.0,0.07971253,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.26855373,0.6513689,0.44425127,-0.0012418535,0.091288485,0.9554676,-0.0045848126,-0.03431437,-0.006233475,-0.010324044,-0.0094183,-0.01210466,0.062687695,0.35468563,0.2960601,0.6598566,0.45231825,0.0,0.07964723,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.26937583,0.6526774,0.44557068,0.0019137496,0.09145756,0.955659,-0.0027859174,-0.032590866,-0.0083210645,-0.008058399,-0.005394808,-0.013874525,0.061482795,0.33493295,0.29407597,0.66005737,0.4524785,0.0,0.07964065,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.2698131,0.65147465,0.444834,-0.0047197696,0.09088397,0.95441604,-0.0032191253,-0.034128398,-0.0072975997,-0.011183655,-0.008087384,-0.009204471,0.06396612,0.34249014,0.29379252,0.6601831,0.45104864,0.0,0.07928241,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.26843256,0.6512577,0.44594592,-0.0026338496,0.09232761,0.9536786,-0.0045015253,-0.03462241,-0.005641496,-0.010920114,-0.011105062,-0.012588337,0.0623115,0.3508282,0.29393423,0.660324,0.44995868,0.0,0.078989334,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.2682343,0.65163594,0.44579026,0.002287066,0.09191321,0.96062297,-0.005895715,-0.036484998,-0.0050324695,-0.0134549225,-0.008706216,-0.009422271,0.059306346,0.35346967,0.2923753,0.6594476,0.44944948,0.0,0.07934687,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.2700181,0.6512088,0.44784215,-0.004181927,0.09269899,0.9543065,-0.008192389,-0.03920857,-0.0047947653,-0.012629242,-0.008162021,-0.010410685,0.06078005,0.3422766,0.2913832,0.6595099,0.45149505,0.0,0.079467066,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.26917237,0.6516442,0.4470533,-0.0038310275,0.0934249,0.9526308,-0.0068791797,-0.038303055,-0.0067006974,-0.011606704,-0.0027941065,-0.011573371,0.062529445,0.35214138,0.29081634,0.6592001,0.45207348,0.0,0.080545336,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.267877,0.6522299,0.44676274,-0.0007438245,0.09300825,0.9546086,-0.0034098353,-0.03718557,-0.008018326,-0.008987508,-0.004378521,-0.013531516,0.062272813,0.35305583,0.29081634,0.6590493,0.45134827,0.0,0.08033633,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26741335,0.65184057,0.44676846,0.00045639463,0.09304376,0.9560154,-0.003835192,-0.029436478,-0.007548075,-0.011056703,-0.0035551935,-0.014821947,0.063079655,0.3635309,0.29039115,0.65867203,0.45229962,0.0,0.08036408,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.2680004,0.65144104,0.4467928,0.00065562804,0.09270735,0.954832,-0.00642153,-0.035395548,-0.005661781,-0.005700509,-0.012915192,-0.015075973,0.06377413,0.36623305,0.28982428,0.6586215,0.4531319,0.0,0.08052404,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.2675923,0.65076816,0.4476374,0.0028317529,0.09351206,0.957706,-0.0043637166,-0.03557582,-0.007656485,-0.008529838,-0.003984853,-0.01251909,0.062028285,0.36882332,0.28911564,0.65804154,0.45388657,0.0,0.080573216,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26812053,0.6507822,0.44740134,-0.00061848713,0.09337859,0.95359075,-0.007244372,-0.029379085,-0.004768051,-0.007607517,0.0003950037,-0.011508538,0.06275726,0.3680427,0.29024944,0.6579706,0.45410156,0.0,0.08032933,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26900858,0.6511043,0.44739702,-0.0033537718,0.09357229,0.9531092,-0.005743254,-0.03328225,-0.0060418164,-0.0098991515,-0.0035775704,-0.012910983,0.06284197,0.34932664,0.2913832,0.65705484,0.45322055,0.0,0.080411755,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.26928318,0.6515523,0.44712806,-0.0019594172,0.093362495,0.9517243,-0.00746076,-0.02982304,-0.0033639306,-0.009864477,-0.008733794,-0.015352266,0.06409701,0.35336128,0.2919501,0.65852404,0.45255432,0.0,0.07229542,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.2688357,0.65146875,0.4451657,-0.0037687859,0.09201743,0.9527489,-0.0049261814,-0.029008996,-0.0075976728,-0.0067402013,-0.002052986,-0.018394157,0.063583456,0.34925815,0.2918084,0.65824836,0.45219016,0.0,0.07868558,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.2684493,0.6518577,0.44641557,-0.0057399664,0.0923217,0.9516695,-0.006409566,-0.028139766,-0.0064683836,-0.009974621,-0.0061420463,-0.014950139,0.06327805,0.34546563,0.2918084,0.6583293,0.4534159,0.0,0.07853874,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.26836354,0.6515245,0.44836098,-0.003600671,0.09273246,0.95435673,-0.0051491344,-0.033119872,-0.006059736,-0.012169517,-0.007662529,-0.014145524,0.062040642,0.35409218,0.29223356,0.6589707,0.4525195,0.0,0.06955494,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.5
0.2685554,0.651976,0.4470291,-0.0018115365,0.09242286,0.9530918,-0.0050729914,-0.033020087,-0.0074748453,-0.009444223,-0.0038740332,-0.013138054,0.060968336,0.35481003,0.29166666,0.65786827,0.45556828,0.0,0.075277686,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.268529,0.65110487,0.447876,-0.006653932,0.09393738,0.9487034,-0.004115689,-0.032819226,-0.0050223335,-0.0064937235,0.0009054607,-0.014046342,0.06259899,0.33873218,0.2912415,0.65906614,0.45596108,0.0,0.07544265,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.51190484
0.2672003,0.65172374,0.445891,-0.0021132,0.09137872,0.9523546,-0.0036934623,-0.032317735,-0.0041270405,-0.009792199,-0.007860426,-0.0124404915,0.06262148,0.34898075,0.2901077,0.6595482,0.4546491,0.0,0.076032475,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.51190484
0.26928273,0.65344256,0.44590318,-0.0027287737,0.09038843,0.9509045,-0.0023197427,-0.037814826,-0.0062730704,-0.0064711072,-0.012474062,-0.019988187,0.06530957,0.3341656,0.2901077,0.6604264,0.45379418,0.0,0.06870583,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.51190484
0.2694028,0.6531726,0.4470904,-0.0019107005,0.09225128,0.9540651,-0.0015732851,-0.033696264,-0.013633061,-0.007093179,-0.003793748,-0.015828118,0.06377187,0.33587906,0.2901077,0.65994954,0.45416057,0.0,0.06890244,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.51190484
0.27020568,0.6534053,0.4481948,-0.0020491197,0.09116566,0.948694,-0.0049658422,-0.034249444,-0.0075519383,-0.007419726,-0.0054063965,-0.014577113,0.06291416,0.32611898,0.28925738,0.65894985,0.4543408,0.0,0.076032475,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
0.2697099,0.65285856,0.44711882,0.0008203717,0.09103971,0.9530695,-0.0036519277,-0.036396794,-0.006815398,-0.01025714,-0.0076154433,-0.01562747,0.062356874,0.3274941,0.2893991,0.65918684,0.45434564,0.0,0.076163106,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
0.27023122,0.65286934,0.44515917,-0.002122501,0.09035416,0.952427,-0.004587172,-0.03249129,-0.0067445934,-0.013236804,-0.0052854884,-0.008321954,0.06214545,0.33164704,0.28982428,0.65893,0.45332983,0.0,0.076619916,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
0.27043083,0.6524053,0.44242442,-0.0050277207,0.08996163,0.9489516,-0.00565423,-0.03330537,-0.004868051,-0.010283967,-0.009777724,-0.010228522,0.06410401,0.32464305,0.2906746,0.6595505,0.454575,0.0,0.07750467,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
0.26831022,0.652165,0.44275388,-0.003049382,0.09089717,0.9488286,-0.0048272675,-0.032315444,-0.006378808,-0.008060152,-0.0054759365,-0.016980259,0.061459616,0.32160082,0.28982428,0.65898824,0.45521596,0.0,0.07729751,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
0.26864293,0.6529577,0.4450872,-0.004994228,0.091142684,0.9519978,-0.0037775487,-0.028116547,-0.0086212605,-0.005461099,-0.0050256997,-0.018859152,0.06293088,0.33795503,0.2901077,0.6598448,0.45567265,0.0,0.07672883,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
0.26877886,0.6522275,0.44419506,-0.006172629,0.09146133,0.9536413,-0.004238774,-0.030701298,-0.008959715,-0.0054851025,-0.008828868,-0.013496746,0.064449705,0.35232398,0.2901077,0.6593098,0.45570755,0.0,0.07692308,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
0.26837876,0.6517112,0.44515893,-0.0038528573,0.09227025,0.9508634,-0.005575609,-0.03356271,-0.0068638446,-0.008308899,-0.008043639,-0.017324433,0.061994996,0.3507313,0.29379252,0.6617221,0.4522374,0.0,0.06970365,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.48809522
0.2685785,0.65141785,0.44488174,-0.0023389936,0.091779955,0.955187,-0.00434553,-0.029296223,-0.00856323,-0.011531765,-0.00020626839,-0.008639148,0.060802244,0.3585833,0.29322562,0.661586,0.4519264,0.0,0.06948666,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.48809522
0.26697406,0.65153456,0.44517547,-0.0030596652,0.093230635,0.9549799,-0.0056563383,-0.03290755,-0.007321376,-0.010770147,-0.0030256948,-0.009986047,0.059851386,0.3621237,0.29294217,0.6620188,0.45154583,0.0,0.06993696,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.48809522
0.26520753,0.65171033,0.44457778,0.00073333643,0.09319836,0.9542451,-0.0031762838,-0.033207722,-0.0066423547,-0.008254016,-0.00462267,-0.016882021,0.057363916,0.3733413,0.29280046,0.6620972,0.45142442,0.0,0.07010894,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.48809522
0.26786163,0.65280735,0.44896442,-0.002024725,0.09309591,0.95301825,-0.0058504604,-0.032258615,-0.005634859,-0.0077327443,-0.0087692635,-0.016775705,0.057462186,0.33413556,0.29350907,0.6613897,0.4504093,0.0,0.07017982,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.48809522
0.2700304,0.65318996,0.44758058,-0.0026798663,0.09275291,0.95264226,-0.008630004,-0.035817016,-0.008867206,-0.0073321164,-0.0096913725,-0.016148888,0.060095567,0.336111,0.29379252,0.6600567,0.45011255,0.0,0.06856469,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.48809522
